Plot Title: LUXabajo_04,,,,,,,
#,"Date Time, GMT-05:00","Temp, °C (LGR S/N: 10801154, SEN S/N: 10801154, LBL: Blue)","Intensity, Lux (LGR S/N: 10801154, SEN S/N: 10801154)",Coupler Attached (LGR S/N: 10801154),Host Connected (LGR S/N: 10801154),Stopped (LGR S/N: 10801154),End Of File (LGR S/N: 10801154)
567,6/24/2021 11:30,14.804,26178,,,,
568,6/24/2021 11:45,14.996,33066.9,,,,
569,6/24/2021 12:00,13.365,22044.6,,,,
570,6/24/2021 12:15,13.654,9300.1,,,,
571,6/24/2021 12:30,13.461,9300.1,,,,
572,6/24/2021 12:45,13.75,7233.4,,,,
573,6/24/2021 13:00,14.038,9644.5,,,,
574,6/24/2021 13:15,14.9,18600.1,,,,
575,6/24/2021 13:30,14.325,8611.2,,,,
576,6/24/2021 13:45,14.421,8266.7,,,,
577,6/24/2021 14:00,14.613,5166.7,,,,
578,6/24/2021 14:15,14.709,6200,,,,
579,6/24/2021 14:30,14.9,6544.5,,,,
580,6/24/2021 14:45,14.9,5511.1,,,,
581,6/24/2021 15:00,14.804,3616.7,,,,
582,6/24/2021 15:15,14.996,11022.3,,,,
583,6/24/2021 15:30,14.613,2927.8,,,,
584,6/24/2021 15:45,14.325,871.9,,,,
585,6/24/2021 16:00,14.23,1808.3,,,,
586,6/24/2021 16:15,14.038,2325,,,,
587,6/24/2021 16:30,13.654,1636.1,,,,
588,6/24/2021 16:45,13.365,1636.1,,,,
589,6/24/2021 17:00,13.173,4822.3,,,,
590,6/24/2021 17:15,12.883,2152.8,,,,
591,6/24/2021 17:30,12.69,1377.8,,,,
592,6/24/2021 17:45,12.497,1808.3,,,,
593,6/24/2021 18:00,12.304,204.5,,,,
594,6/24/2021 18:15,12.11,53.8,,,,
595,6/24/2021 18:30,11.916,0,,,,
596,6/24/2021 18:45,11.625,0,,,,
597,6/24/2021 19:00,11.431,0,,,,
598,6/24/2021 19:15,11.139,0,,,,
599,6/24/2021 19:30,10.944,0,,,,
600,6/24/2021 19:45,10.651,0,,,,
601,6/24/2021 20:00,10.455,0,,,,
602,6/24/2021 20:15,10.259,0,,,,
603,6/24/2021 20:30,10.063,0,,,,
604,6/24/2021 20:45,9.866,0,,,,
605,6/24/2021 21:00,9.768,0,,,,
606,6/24/2021 21:15,9.669,0,,,,
607,6/24/2021 21:30,9.571,0,,,,
608,6/24/2021 21:45,9.472,0,,,,
609,6/24/2021 22:00,9.373,0,,,,
610,6/24/2021 22:15,9.373,0,,,,
611,6/24/2021 22:30,9.275,0,,,,
612,6/24/2021 22:45,9.176,0,,,,
613,6/24/2021 23:00,9.176,0,,,,
614,6/24/2021 23:15,9.176,0,,,,
615,6/24/2021 23:30,9.077,0,,,,
616,6/24/2021 23:45,9.077,0,,,,
617,6/25/2021 0:00,9.077,0,,,,
618,6/25/2021 0:15,8.978,0,,,,
619,6/25/2021 0:30,8.879,0,,,,
620,6/25/2021 0:45,8.779,0,,,,
621,6/25/2021 1:00,8.68,0,,,,
622,6/25/2021 1:15,8.481,0,,,,
623,6/25/2021 1:30,8.382,0,,,,
624,6/25/2021 1:45,8.282,0,,,,
625,6/25/2021 2:00,8.182,0,,,,
626,6/25/2021 2:15,8.082,0,,,,
627,6/25/2021 2:30,8.082,0,,,,
628,6/25/2021 2:45,7.983,0,,,,
629,6/25/2021 3:00,7.882,0,,,,
630,6/25/2021 3:15,7.882,0,,,,
631,6/25/2021 3:30,7.782,0,,,,
632,6/25/2021 3:45,7.682,0,,,,
633,6/25/2021 4:00,7.582,0,,,,
634,6/25/2021 4:15,7.582,0,,,,
635,6/25/2021 4:30,7.481,0,,,,
636,6/25/2021 4:45,7.381,0,,,,
637,6/25/2021 5:00,7.28,0,,,,
638,6/25/2021 5:15,7.28,0,,,,
639,6/25/2021 5:30,7.179,0,,,,
640,6/25/2021 5:45,7.079,0,,,,
641,6/25/2021 6:00,7.079,0,,,,
642,6/25/2021 6:15,7.079,32.3,,,,
643,6/25/2021 6:30,7.079,301.4,,,,
644,6/25/2021 6:45,7.079,452.1,,,,
645,6/25/2021 7:00,7.079,656.6,,,,
646,6/25/2021 7:15,7.179,871.9,,,,
647,6/25/2021 7:30,7.28,1636.1,,,,
648,6/25/2021 7:45,7.28,1550,,,,
649,6/25/2021 8:00,7.381,1808.3,,,,
650,6/25/2021 8:15,7.481,2325,,,,
651,6/25/2021 8:30,7.582,4822.3,,,,
652,6/25/2021 8:45,7.682,3272.2,,,,
653,6/25/2021 9:00,7.782,4822.3,,,,
654,6/25/2021 9:15,7.882,2927.8,,,,
655,6/25/2021 9:30,7.983,4650,,,,
656,6/25/2021 9:45,8.082,3616.7,,,,
657,6/25/2021 10:00,8.082,2927.8,,,,
658,6/25/2021 10:15,8.282,7577.8,,,,
659,6/25/2021 10:30,8.282,4477.8,,,,
660,6/25/2021 10:45,8.382,2755.6,,,,
661,6/25/2021 11:00,8.481,4133.4,,,,
662,6/25/2021 11:15,8.581,5166.7,,,,
663,6/25/2021 11:30,8.581,2066.7,,,,
664,6/25/2021 11:45,8.68,4133.4,,,,
665,6/25/2021 12:00,8.68,4305.6,,,,
666,6/25/2021 12:15,8.68,2927.8,,,,
667,6/25/2021 12:30,8.68,3444.5,,,,
668,6/25/2021 12:45,8.68,5511.1,,,,
669,6/25/2021 13:00,8.68,5166.7,,,,
670,6/25/2021 13:15,9.176,19977.9,,,,
671,6/25/2021 13:30,9.176,10333.4,,,,
672,6/25/2021 13:45,9.176,979.5,,,,
673,6/25/2021 13:51,,,Logged,,,
674,6/25/2021 13:52,,,,Logged,,
675,6/25/2021 13:52,,,,,Logged,Logged
