"","X","lon_fit","lat_fit","ele_fit","dist","slope50m","Date","EOS_no","VaisalaType","Flux_ave","CO2_ppm_ave","adjusted_ppm","AirTemp_c","WaterTemp_c","Total_hPa","surface_area","flux_umolpers","Totalflux_umolpers","Wetland","air_pressure_atm","VaporPressure_atm","TotalAir_atm","Total_air_MolperL","CO2_air_MolesPerLiter","CO2_air_gCO2asCPerLiter","WaterTemp_K","KH_mol.L.atm","CO2_water_gCO2asCPerLiter","deltaCO2_gCO2asCperM3","Flux_gCO2asCperM2perDay","k_m.d","Sc","K600.effective"
"8355",14712,-78.1986822172428,-0.34154041087091,3935.44571829645,208.108688941974,-0.089079186306897,"2021-07-07","EOS_2","old",2.47,561,841.966147812762,6.875,8.082,625.6154,10.3877252534246,25.6576813759589,71.1431518298481,"COLM",0.61743441509882,0.00992653633980156,0.607507878759018,0.0264385441045938,1.08398030828834e-05,0.000130077636994601,281.232,0.056802941983935,0.000573913850959747,0.0252112027122315,2.560896,101.577700565533,1160.24786543595,141.253149907939
"8379",17112,-78.1987979132048,-0.34178041087091,3933.00397120093,240.244057452566,-0.0781916728037179,"2021-07-09","EOS_1",NA,0.505,NA,NA,NA,NA,NA,13.0606359128551,6.59562113599185,77.7387729658399,"COLM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.523584,NA,NA,NA
"8395",18712,-78.1987995376998,-0.34194041087091,3931.9370339981,259.5516660086,-0.0665869908739326,"2021-07-07","EOS_1","new",1.73,327.413076923077,365.453728260585,6.875,8.082,625.6154,12.098254097674,20.929979588976,98.6687525548159,"COLM",0.61743441509882,0.00992653633980156,0.607507878759018,0.0264385441045938,1.08398030828834e-05,0.000130077636994601,281.232,0.056802941983935,0.000249106163090385,0.0067611704622521,1.793664,265.288977702027,1160.24786543595,368.908761742373
"8415",20712,-78.1986044680827,-0.34214041087091,3930.64016993798,290.942332960156,-0.0456509423719927,"2021-07-07","EOS_2","old",0.625,674.461538461538,1012.61107191185,6.877,8.182,625.5754,35.0424431155469,21.9015269472168,120.570279502033,"COLM",0.61739493816682,0.00992789986528684,0.607467038301533,0.0264365779254063,1.08389969494166e-05,0.000130067963392999,281.332,0.0566308979258602,0.00068814089102443,0.0316041709998815,0.648,20.5036227655656,1153.23258604605,28.4258480660575
"8462",25412,-78.1978438712071,-0.34262041087091,3929.15929878105,391.522542658754,-0.000768146921169807,"2021-07-07","EOS_2","old",2.45,848.538461538462,1274.30563546976,6.881,8.282,625.6254,109.215217127729,267.577281962935,388.147561464968,"COLM",0.61744428433182,0.00993062741224988,0.60751365691957,0.0264382290853488,1.0839673924993e-05,0.000130076087099916,281.432,0.056459496661095,0.000863359857252234,0.04140083257255,2.54016,61.3552878568004,1146.26607584175,84.8045380043638
"8496",28812,-78.1977336821962,-0.34297041087091,3928.95128728179,432.840386283415,-0.00447788972240422,"2021-07-07","EOS_1","new",0.485,474.725384615385,530.177711543714,6.879,8.232,625.5334,45.7876622526808,22.2070161925502,410.354577657518,"COLM",0.61735348738822,0.00992926355609722,0.607424223832123,0.0264345258671782,1.08381556055431e-05,0.000130057867266517,281.382,0.0565451171204341,0.000359747529526596,0.0129878288538491,0.502848,38.7168637390054,1149.7432502907,53.5950868672345
"8540",33211,-78.1979154530342,-0.34341041087091,3927.77923489383,488.855789406069,-0.0232296511211222,"2021-07-07","EOS_2","old",2.31,833.153846153846,1251.52786319382,6.882,8.382,625.6834,23.9063996155101,55.2237831118284,465.578360769346,"COLM",0.61750152588322,0.009931309402335,0.607570216480885,0.0264405960659645,1.08406443870455e-05,0.000130087732644546,281.532,0.0562887353769817,0.000845363048498835,0.0402619429758091,2.395008,59.485653770833,1139.34808690304,81.9718671521993
"8565",35711,-78.1980775103198,-0.34366041087091,3926.42747953286,522.112778839721,-0.0380677207972854,"2021-07-07","EOS_1","new",2.105,458.686153846154,512.485762231574,6.885,8.4315,625.6554,22.6678716626711,47.7158698499227,513.294230619269,"COLM",0.61747389203082,0.00993335562065106,0.607540536410169,0.02643902118843,1.08399986872563e-05,0.000130079984247076,281.5815,0.0562044444804216,0.000345647730844213,0.0121158654453884,2.182464,180.132736686235,1135.94155956148,247.853477369837
"8588",38011,-78.1982653570514,-0.34389041087091,3925.45587478113,555.058120185901,-0.0327051667066919,"2021-07-07","EOS_2","old",1.95,811.615384615385,1219.39665322287,6.885,8.4315,625.6554,23.8244139218666,46.4576071476399,559.751837766909,"COLM",0.61747389203082,0.00993335562065106,0.607540536410169,0.02643902118843,1.08399986872563e-05,0.000130079984247076,281.5815,0.0562044444804216,0.000822426137948121,0.0389129309569239,2.02176,51.9559938118787,1135.94155956148,71.4888030536645
"8609",40111,-78.1982196835843,-0.34410041087091,3924.64962232254,580.532571592312,-0.0305213893056573,"2021-07-07","EOS_1","new",1.185,590.945384615385,660.375805536903,6.888,8.481,625.6324,30.8496775315062,36.5568678748348,596.308705641744,"COLM",0.61745119279492,0.00993540221110349,0.607515790583816,0.0264376610713699,1.08394410392616e-05,0.00013007329247114,281.631,0.0561203093709866,0.000444725934094146,0.0176584035922813,1.228608,69.5763914093027,1132.54683032685,95.5904177403747
"8631",4239,-78.1981862154774,-0.34432041087091,3923.85554337258,607.802424799954,-0.0297684745830026,"2021-07-07","EOS_2","old",1.23,892.384615384615,1341.12733114145,6.893,8.531,625.6874,12.7140090096734,15.6382310818982,611.946936723642,"COLM",0.61750547357642,0.00993881402231834,0.607566659554102,0.0264394027014178,1.08401551075813e-05,0.000130081861290975,281.681,0.0560354822238205,0.000901808600688679,0.043244079987167,1.275264,29.489909379005,1129.12975773648,40.4547702797611
"8655",44711,-78.1985227582809,-0.34456041087091,3922.7068443578,654.371105159143,-0.0248671257753549,"2021-07-07","EOS_2","old",4.315,877.769230769231,1319.41320395289,6.897,8.581,625.6534,86.9727677891364,375.287493010123,987.234429733765,"COLM",0.61747191818422,0.00994154421585987,0.60753037396836,0.0264374460462904,1.08393528789791e-05,0.000130072234547749,281.731,0.0559508133358863,0.000885866902647263,0.0422873263950941,4.473792,105.795101780637,1125.7246611323,144.912558983237
"8722",51411,-78.1995495503993,-0.34523041087091,3911.81945975856,795.216719344228,-0.10537229543841,"2021-07-07","EOS_2","old",0.33,828.538461538462,1245.90956798031,6.903,8.7295,625.7264,120.903684666446,39.898215939927,1027.13264567369,"COLM",0.61754396358512,0.00994564074744441,0.607598322837676,0.0264398364537068,1.08403329460198e-05,0.000130083995352237,281.8795,0.0557002763734518,0.000832770087273974,0.0391398095238215,0.342144,8.74158571956674,1115.68182537274,11.9202338273923
"8768",5602,-78.1997381572102,-0.34569041087091,3906.47388607598,853.825304361448,-0.0954116661035785,"2021-07-07","EOS_1","new",0,339.346153846154,379.445743095364,6.90115384615385,8.70665384615385,625.682553846154,63.6480735086108,0,1027.13264567369,"COLM",0.617500690794274,0.0099443801175174,0.607556310676756,0.0264381825657087,1.08396548519406e-05,0.000130075858223287,281.856653846154,0.0557387302186426,0.000253797886884058,0.0068961087776259,0,0,1117.22005143045,0
"8786",5782,-78.1998657343355,-0.34587041087091,3903.08671448263,878.368140777201,-0.120067063350473,"2021-07-07","EOS_1","new",0.785,343.722307692308,384.490214142045,6.907,8.829,625.6614,45.1177066790567,35.4173997430595,1062.55004541675,"COLM",0.61747981357062,0.00994837259621645,0.607531440974403,0.0264365484744087,1.08389848745075e-05,0.000130067818494091,281.979,0.0555331830159183,0.000256223585157358,0.0070058312786247,0.813888,116.172937604597,1109.01133394018,157.94189280823
"8813",6052,-78.1999373692874,-0.34614041087091,3899.52703598693,909.643278431956,-0.119573040478212,"2021-07-07","EOS_1","new",1.81,368.572307692308,412.29801992985,6.914,8.9285,625.8624,26.0528398708607,47.1556401662578,1109.70568558301,"COLM",0.61767818515392,0.00995315492539007,0.60772503022853,0.0264443114795189,1.08421677066028e-05,0.000130106012479233,282.0785,0.0553667082666665,0.000273931010260563,0.00796311669361287,1.876608,235.662501530991,1102.38753717851,319.434636768173
"8833",6252,-78.1999652291954,-0.34635041087091,3899.00435911525,933.226875375801,-0.0653272334456884,"2021-07-07","EOS_2","old",0.135,556.384615384615,837.076999109845,6.914,8.9285,625.8624,76.3895561309202,10.3125900776742,1120.01827566068,"COLM",0.61767818515392,0.00995315492539007,0.60772503022853,0.0264443114795189,1.08421677066028e-05,0.000130106012479233,282.0785,0.0553667082666665,0.000556154376077418,0.0235888954548314,0.139968,5.93363942232965,1102.38753717851,8.0429000849587
"8850",6422,-78.199944668192,-0.34652041087091,3899.0038786327,952.534841039885,-0.0219385840063222,"2021-07-07","EOS_2","old",0.08,894.692307692308,1345.33503951147,6.919,8.779,625.9324,64.6333409712752,5.17066727770201,1125.18894293839,"COLM",0.61774726978492,0.00995657211708397,0.607790697667836,0.0264466967525066,1.08431456685277e-05,0.000130117748022332,281.929,0.0556170720346848,0.000897883149639539,0.0427008636474828,0.082944,1.94244314786569,1112.3574877098,2.64481246253996
"8852",6442,-78.19993670115,-0.34654041087091,3899.00381875433,954.954715109171,-0.0174812515629587,"2021-07-07","EOS_2","old",0.44,837,1258.55048836339,6.899,8.68,625.6314,200.037117716566,88.016331795289,1213.20527473367,"COLM",0.61745020587162,0.00994290956086788,0.607507296310752,0.0264362529943936,1.08388637277014e-05,0.000130066364732417,281.83,0.0557836344809739,0.000842478245024575,0.0397409239301211,0.456192,11.4791493222994,1119.01778011776,15.6766251414694
"8890",6821,-78.1997508650193,-0.34692041087091,3899.00263472238,1002.25537570174,-2.50196750109111e-05,"2021-07-06","EOS_1","new",0.22,382.664702380952,425.382769080995,6.85592857142857,7.22589285714286,626.745257142857,121.647087657397,26.7623592846273,1239.9676340183,"COLM",0.618549497438777,0.00991354245177056,0.608635954987006,0.0264894417071857,1.08606710999461e-05,0.000130328053199354,280.375892857143,0.0583025418871275,0.000297610760548884,0.00975300705223807,0.228096,23.3872485458377,1222.33784513813,33.3809840342601
"8920",7122,-78.1997358016662,-0.34723041087091,3898.86343389416,1036.83904889569,-0.00313410138119805,"2021-07-06","EOS_2","old",1.485,738.846153846154,1104.5080089288,6.855,7.179,626.7694,30.0587709447977,44.6372748530246,1284.60490887133,"COLM",0.61857332458702,0.0099129101740461,0.608660414412974,0.0264905940955022,1.08611435791559e-05,0.000130333722949871,280.329,0.0583860844312034,0.000773854774371087,0.0375726744415359,1.539648,40.9778655069054,1225.84565139997,58.5722089372926
"8950",7422,-78.1997644462745,-0.34753041087091,3898.4801182177,1070.93582289108,-0.0102014580139401,"2021-07-06","EOS_1","new",1.005,415.182307692308,461.622594297973,6.857,7.28,626.7174,35.8610923397744,36.0403978014732,1320.6453066728,"COLM",0.61852200457542,0.00991427204722619,0.608607732528194,0.0264881120359313,1.08601259347318e-05,0.000130321511216782,280.43,0.0582063298071362,0.000322432283641604,0.0111820629792628,1.041984,93.1835209596262,1218.30434817536,132.782667261486
"8989",7813,-78.199672732881,-0.34792041087091,3897.82460538597,1117.91862956454,-0.013867475338279,"2021-07-06","EOS_2","old",2.15,660.615384615385,988.2229177635,6.859,7.3305,626.5684,56.6518264168794,121.801426796291,1442.44673346909,"COLM",0.61837495300372,0.00991563408555936,0.608459318918161,0.0264814635603964,1.08574000597625e-05,0.00013028880071715,280.4805,0.0581167085295493,0.000689187159286585,0.0324813330026234,2.22912,68.6277253405814,1214.55322401495,97.6410081457529
"9028",8202,-78.1995669193551,-0.34831041087091,3897.52444886698,1164.4141288208,-0.00682641473357966,"2021-07-06","EOS_1","new",1.06,441.146153846154,490.719886005403,6.86,7.381,626.5954,51.2845998923386,54.3616758858789,1496.80840935497,"COLM",0.61840159993282,0.0099163151666638,0.608485284766156,0.0264824990728619,1.08578246198734e-05,0.000130293895438481,280.531,0.058027257435367,0.000341701549846673,0.0122674063861513,1.099008,89.5876410551356,1210.81507558377,127.265704481106
"9075",8672,-78.1993404955148,-0.34878041087091,3896.44585046931,1223.97134522502,-0.0202330794802438,"2021-07-06","EOS_1","new",2.675,431.833846153846,480.502477735462,6.862,7.431,626.4884,45.7361777833958,122.344275570584,1619.15268492555,"COLM",0.61829599913972,0.00991767745275899,0.608378321686961,0.0264776547059373,1.08558384294343e-05,0.000130270061153212,280.581,0.0579388592882134,0.000334077185341834,0.0118083522903,2.77344,234.871041430416,1207.12669082699,333.142679618603
"9083",8752,-78.199267904201,-0.34886041087091,3896.00797814096,1236.19450148373,-0.0269699012140445,"2021-07-06","EOS_2","old",1.345,684.076923076923,1023.72289374396,6.862,7.431,626.4884,23.4182937816914,31.4976051363749,1650.65029006193,"COLM",0.61829599913972,0.00991767745275899,0.608378321686961,0.0264776547059373,1.08558384294343e-05,0.000130270061153212,280.581,0.0579388592882134,0.000711760040289047,0.0336908660786573,1.394496,41.390921703951,1207.12669082699,58.7091643327311
