lon_fit,lat_fit,ele_fit,dist,slope50m,Date,EOS_no,VaisalaType,Flux_ave,CO2_ppm_ave,adjusted_ppm,AirTemp_c,WaterTemp_c,Total_hPa,surface_area,flux_umolpers,Totalflux_umolpers,DOC,TDN,Wetland,dist_ANTE,dist_GAVI,dist_COLM,dist_GAVItrib1,dist_GAVItrib2,dist_GAVItrib3,air_pressure_atm,VaporPressure_atm,TotalAir_atm,Total_air_MolperL,CO2_air_MolesPerLiter,CO2_air_gCO2asCPerLiter,WaterTemp_K,KH_mol.L.atm,CO2_water_gCO2asCPerLiter,deltaCO2_gCO2asCperM3,Flux_gCO2asCperM2perDay,k_m.d,Sc,K600.effective,FlowAccu,CatchmentSize_m2,CatchmentSize_km2
-78.19221589,-0.317135145,4314.845122,42.12155203,-0.178442174,7/5/2021,EOS2,old,0.055,755.0769231,1132.429194,6.662,8.53875,627.8904,4.09954063,0.225474735,4.734350404,3.059,0.09726,ANTE,42.12155203,NA,NA,NA,NA,NA,0.619679666,0.009782264,0.609897402,0.02656274,1.09E-05,0.000130689,281.68875,0.056022348,0.000761296,0.035328109,0.057024,1.614125455,1128.601184,2.213767014,106,16562.5,0.0165625
-78.19359638,-0.315145413,4275.687063,375.1796192,-0.200443022,7/5/2021,EOS1,new,0.08,495.2569231,548.8156906,6.666,8.41425,627.9044,2.324030167,0.185922413,34.01150996,3.018,0.07629,ANTE,375.1796192,NA,NA,NA,NA,NA,0.619693483,0.009784956,0.609908527,0.026562845,1.09E-05,0.000130689,281.56425,0.056233801,0.000370344,0.013476695,0.082944,6.154624603,1137.127342,8.472869052,469,73281.25,0.07328125
-78.19214109,-0.317504145,4322.593278,0,-0.241082796,7/5/2021,EOS2,NA,0.083333333,NA,NA,NA,NA,NA,1.07881817,0.089901514,0.089901514,NA,NA,ANTE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0864,NA,NA,NA,32,5000,0.005
-78.19220306,-0.317253145,4316.716075,28.90388363,-0.198872776,7/5/2021,EOS2,old,0.085,850.0769231,1276.566228,6.666,8.905,627.7364,3.836873112,0.326134215,4.50887567,NA,NA,ANTE,28.90388363,NA,NA,NA,NA,NA,0.619527679,0.009784956,0.609742724,0.026555624,1.09E-05,0.000130654,282.055,0.055405971,0.000848753,0.039786974,0.088128,2.214996321,1103.947753,3.004496095,103,16093.75,0.01609375
-78.19391905,-0.314820413,4268.199467,426.3215538,-0.152465283,7/5/2021,EOS1,new,0.093333333,1573.82,1744.438456,6.663,8.7295,627.7264,2.246704369,0.209692408,36.4734032,NA,NA,ANTE,426.3215538,NA,NA,NA,NA,NA,0.61951781,0.009782937,0.609734873,0.026555567,1.09E-05,0.000130653,281.8795,0.055700276,0.001165988,0.057668449,0.096768,1.67800594,1115.681825,2.288168738,768,120000,0.12
-78.19405211,-0.314734413,4267.193224,443.9671375,-0.157249733,7/5/2021,EOS1,new,0.11,708.6461538,785.6929274,6.669,9.31775,627.5174,0.963185584,0.105950414,36.57935362,3.866,0.1229,ANTE,443.9671375,NA,NA,NA,NA,NA,0.619311543,0.009786975,0.609524568,0.026545838,1.09E-05,0.000130606,282.46775,0.054721342,0.00051593,0.021085476,0.114048,5.408841713,1076.918869,7.246363909,770,120312.5,0.1203125
-78.19369663,-0.315026413,4275.542664,392.5013554,-0.100362764,7/5/2021,EOS1,new,0.223333333,925.6969231,1026.038211,6.666,8.905,627.7364,4.095537686,0.914670083,35.21927363,NA,NA,ANTE,392.5013554,NA,NA,NA,NA,NA,0.619527679,0.009784956,0.609742724,0.026555624,1.09E-05,0.000130654,282.055,0.055405971,0.000682184,0.030558058,0.231552,7.577444946,1103.947753,10.27830319,478,74687.5,0.0746875
-78.19383481,-0.314887413,4272.298126,414.3369614,-0.118193081,7/5/2021,EOS1,new,0.373333333,2187.973846,2425.550391,6.667,9.09625,627.6114,2.797599552,1.044437166,36.2637108,NA,NA,ANTE,414.3369614,NA,NA,NA,NA,NA,0.619404314,0.009785629,0.609618685,0.026550127,1.09E-05,0.000130627,282.24625,0.055087437,0.001603408,0.081131764,0.387072,4.770905741,1091.325326,6.434315141,494,77187.5,0.0771875
-78.19218118,-0.317380145,4319.310512,14.55628335,-0.220950298,7/5/2021,EOS2,old,1,3554.461538,5341.61136,6.667,9.09625,627.6114,4.092839941,4.092839941,4.182741455,3.226,0.125,ANTE,14.55628335,NA,NA,NA,NA,NA,0.619404314,0.009785629,0.609618685,0.026550127,1.09E-05,0.000130627,282.24625,0.055087437,0.003531068,0.187321606,1.0368,5.534866051,1091.325326,7.464635515,92,14375,0.014375
-78.1922171,-0.317096145,4314.422195,46.46553906,-0.16981744,7/5/2021,EOS2,old,1.365,7644.076923,11459.57361,6.666,8.41425,627.9044,0,0,4.734350404,2.809,0.101,ANTE,46.46553906,NA,NA,NA,NA,NA,0.619693483,0.009784956,0.609908527,0.026562845,1.09E-05,0.000130689,281.56425,0.056233801,0.007732985,0.427505964,1.415232,3.310438028,1137.127342,4.557371039,106,16562.5,0.0165625
-78.19357953,-0.315165413,4275.80655,372.2681579,-0.22653591,7/6/2021,EOS1,new,-0.01,285.3307692,316.8696346,6.868,8.6765,626.3104,15.41201234,-0.154120123,33.82558755,NA,NA,ANTE,372.2681579,NA,NA,NA,NA,NA,0.618120327,0.009921765,0.608198561,0.026469264,1.09E-05,0.000130229,281.8265,0.055789534,0.000212136,0.004569572,-0.010368,-2.268921481,1119.254096,-3.098904466,449,70156.25,0.07015625
-78.19361057,-0.315128413,4275.676881,377.6445531,-0.17853581,7/6/2021,EOS2,old,0.075,375.2307692,563.8440146,6.868,8.6765,626.3104,3.907914454,0.293093584,34.30460355,3.413,0.1029,ANTE,377.6445531,NA,NA,NA,NA,NA,0.618120327,0.009921765,0.608198561,0.026469264,1.09E-05,0.000130229,281.8265,0.055789534,0.000377479,0.013793982,0.07776,5.637240736,1119.254096,7.699371987,469,73281.25,0.07328125
-78.1925583,-0.316121145,4306.77104,174.6643894,-0.085238636,7/6/2021,EOS2,old,0.11,616.7692308,928.338098,6.884,9.195,626.2784,15.86357713,1.744993484,18.18637733,NA,NA,ANTE,174.6643894,NA,NA,NA,NA,NA,0.618088745,0.009932674,0.608156072,0.026465903,1.09E-05,0.000130212,282.345,0.05492385,0.000611855,0.026453666,0.114048,4.311236155,1084.874559,5.79716885,295,46093.75,0.04609375
-78.19975087,-0.346920411,3899.003342,1002.255376,6.90E-06,7/6/2021,EOS1,new,0.22,765.3294048,849.2232479,6.847928571,6.978,626.9213643,121.6470877,26.76235928,1239.967634,NA,NA,COLM,NA,NA,1002.255376,NA,NA,NA,0.618723302,0.009908096,0.608815205,0.026498,1.09E-05,0.00013037,280.128,0.058745856,0.00059866,0.027510097,0.228096,8.291355801,1241.009409,11.92442548,13311,2079843.75,2.07984375
-78.19266507,-0.315761145,4302.222193,221.7485368,-0.093343751,7/6/2021,EOS1,new,0.235,1146.187692,1272.841318,6.879,9.0615,626.3334,13.4486435,3.160431221,21.34680855,NA,NA,ANTE,221.7485368,NA,NA,NA,NA,NA,0.618143026,0.009929264,0.608213762,0.026468886,1.09E-05,0.000130227,282.2115,0.055145146,0.000842292,0.039266946,0.243648,6.204913449,1093.606117,8.377039594,359,56093.75,0.05609375
-78.19236386,-0.316258145,4309.072122,148.0300794,-0.0730451,7/6/2021,EOS1,new,0.245,1421.803077,1578.686108,6.89,9.337,626.4394,30.48276607,7.468277686,16.44138385,NA,NA,ANTE,148.0300794,NA,NA,NA,NA,NA,0.61824764,0.009936767,0.608310873,0.026472072,1.09E-05,0.000130243,282.487,0.054689668,0.001036054,0.049538515,0.254016,5.127646596,1075.677528,6.865679217,255,39843.75,0.03984375
-78.1921692,-0.316536145,4312.018482,110.1921652,-0.035180005,7/6/2021,EOS2,old,0.255,3250.846154,4894.492681,6.89,9.337,626.4394,16.62257159,4.238755756,8.97310616,2.405,0.1359,ANTE,110.1921652,NA,NA,NA,NA,NA,0.61824764,0.009936767,0.608310873,0.026472072,1.09E-05,0.000130243,282.487,0.054689668,0.003212138,0.168547844,0.264384,1.568599119,1075.677528,2.100280932,205,32031.25,0.03203125
-78.19309548,-0.3152581,4296.348541,303.4471123,-0.123359072,7/6/2021,EOS2,old,0.265,347.9230769,522.9615036,6.872,8.782,626.3554,16.27718752,4.313454692,33.97970767,NA,NA,ANTE,303.4471123,NA,NA,NA,NA,NA,0.618164738,0.009924491,0.608240247,0.0264707,1.09E-05,0.000130236,281.932,0.055612034,0.000348995,0.012165666,0.274752,22.58421375,1112.156385,30.74767487,401,62656.25,0.06265625
-78.19276832,-0.315590145,4301.832308,244.16928,-0.055311292,7/6/2021,EOS2,old,0.285,803.9230769,1209.46321,6.879,9.0615,626.3334,15.20305617,4.332871007,25.67967956,NA,NA,ANTE,244.16928,NA,NA,NA,NA,NA,0.618143026,0.009929264,0.608213762,0.026468886,1.09E-05,0.000130227,282.2115,0.055145146,0.000800352,0.036954162,0.295488,7.996068272,1093.606117,10.79521593,370,57812.5,0.0578125
-78.19283657,-0.315412145,4301.504075,265.8126506,-0.024430333,7/6/2021,EOS1,new,0.285,1180.576923,1311.062431,6.876,8.96025,626.3154,13.98797692,3.986573422,29.66625298,NA,NA,ANTE,265.8126506,NA,NA,NA,NA,NA,0.618125261,0.009927218,0.608198043,0.026468485,1.09E-05,0.000130225,282.11025,0.055313717,0.000870237,0.040932808,0.295488,7.218854932,1100.283701,9.775636158,384,60000,0.06
-78.19976445,-0.347530411,3898.481785,1070.935823,-0.010204451,7/6/2021,EOS1,new,1.005,830.3646154,921.4522092,6.849,6.978,626.8694,35.86109234,36.0403978,1320.645307,NA,NA,COLM,NA,NA,1070.935823,NA,NA,NA,0.618672017,0.009908826,0.608763191,0.026495635,1.09E-05,0.000130359,280.128,0.058745856,0.000649578,0.030501992,1.041984,34.16117917,1241.009409,49.12977385,13316,2080625,2.080625
-78.19956692,-0.348310411,3897.523723,1164.414129,-0.006617569,7/6/2021,EOS1,new,1.06,882.2923077,979.2442331,6.853,7.129,626.7424,51.28459989,54.36167589,1496.808409,NA,NA,COLM,NA,NA,1164.414129,NA,NA,NA,0.618546678,0.009911548,0.608635129,0.026489683,1.09E-05,0.000130329,280.279,0.058475325,0.00068714,0.032559661,1.099008,33.75366823,1229.598303,48.32000601,15111,2361093.75,2.36109375
-78.19410084,-0.314707413,4267.13121,450.1685604,-0.147632112,7/6/2021,EOS1,new,1.075,908.3169231,1008.527805,6.866,8.5785,626.4494,2.863804242,3.07858956,39.65794318,3.958,0.09001,ANTE,450.1685604,NA,NA,NA,NA,NA,0.618257509,0.009920403,0.608337107,0.026475483,1.09E-05,0.000130259,281.7285,0.055955043,0.000677187,0.030603336,1.11456,36.41955844,1125.894632,49.88935913,770,120312.5,0.1203125
-78.1992679,-0.348860411,3895.989738,1236.194501,-0.027551328,7/6/2021,EOS2,old,1.345,684.0769231,1022.632975,6.855,7.179,626.7694,23.41829378,31.49760514,1650.65029,NA,NA,COLM,NA,NA,1236.194501,NA,NA,NA,0.618573325,0.00991291,0.608660414,0.026490594,1.09E-05,0.000130334,280.329,0.058386084,0.00071649,0.034223395,1.394496,40.7468639,1225.845651,58.24202399,15161,2368906.25,2.36890625
-78.1997358,-0.347230411,3898.863607,1036.839049,-0.003149472,7/6/2021,EOS2,old,1.485,738.8461538,1103.597847,6.847,6.978,626.9664,30.05877094,44.63727485,1284.604909,NA,NA,COLM,NA,NA,1036.839049,NA,NA,NA,0.618767748,0.009907464,0.608860284,0.02650005,1.09E-05,0.00013038,280.128,0.058745856,0.000777982,0.038043896,1.539648,40.47030318,1241.009409,58.20340197,13313,2080156.25,2.08015625
-78.19967273,-0.347920411,3897.820983,1117.91863,-0.013963533,7/6/2021,EOS2,old,2.15,660.6153846,987.1542729,6.852,7.079,626.8684,56.65182642,121.8014268,1442.446733,NA,NA,COLM,NA,NA,1117.91863,NA,NA,NA,0.61867103,0.009910868,0.608760162,0.026495219,1.09E-05,0.000130356,280.229,0.058564734,0.000693749,0.032994941,2.22912,67.55944745,1233.3638,96.86258665,14325,2238281.25,2.23828125
-78.1993405,-0.348780411,3896.444919,1223.971345,-0.020700665,7/6/2021,EOS1,NA,2.675,NA,NA,NA,NA,NA,45.73617778,122.3442756,1619.152685,NA,NA,COLM,NA,NA,1223.971345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.77344,NA,NA,NA,15158,2368437.5,2.3684375
-78.19973816,-0.345690411,3906.476466,853.8253044,-0.095345361,7/7/2021,EOS1,new,0,678.6923077,754.3712352,6.890692308,8.507923077,625.6620154,63.64807351,0,1027.132646,1.642,0.07594,COLM,NA,NA,853.8253044,NA,NA,NA,0.617480421,0.009937239,0.607543182,0.026438599,1.08E-05,0.000130078,281.6579231,0.056074614,0.000507613,0.021170129,0,0,1130.705378,0,13127,2051093.75,2.05109375
-78.19994467,-0.346520411,3899.002999,952.534841,-0.02646224,7/7/2021,EOS2,old,0.08,894.6923077,1345.388003,6.903,8.7295,625.7264,64.63334097,5.170667278,1125.188943,1.719,0.0869,COLM,NA,NA,952.534841,NA,NA,NA,0.617543964,0.009945641,0.607598323,0.026439836,1.08E-05,0.000130084,281.8795,0.055700276,0.000899262,0.042843416,0.082944,1.935980059,1115.681825,2.639948372,13289,2076406.25,2.07640625
-78.19996523,-0.346350411,3899.002867,933.2268754,-0.065027877,7/7/2021,EOS2,old,0.135,556.3846154,836.6046946,6.899,8.68,625.6314,76.38955613,10.31259008,1120.018276,NA,NA,COLM,NA,NA,933.2268754,NA,NA,NA,0.617450206,0.00994291,0.607507296,0.026436253,1.08E-05,0.000130066,281.83,0.055783634,0.000560026,0.023984723,0.139968,5.835714768,1119.01778,7.969607353,13277,2074531.25,2.07453125
-78.19954955,-0.345230411,3911.819395,795.2167193,-0.105123239,7/7/2021,EOS2,old,0.33,828.5384615,1245.17563,6.893,8.531,625.6874,120.9036847,39.89821594,1027.132646,NA,NA,COLM,NA,NA,795.2167193,NA,NA,NA,0.617505474,0.009938814,0.60756666,0.026439403,1.08E-05,0.000130082,281.681,0.056035482,0.000837288,0.039628648,0.342144,8.633753966,1129.129758,11.84393376,12916,2018125,2.018125
-78.1999367,-0.346540411,3899.003016,954.9547151,-0.022097218,7/7/2021,EOS2,old,0.44,837,1257.75926,6.888,8.481,625.6324,200.0371177,88.0163318,1213.205275,NA,NA,COLM,NA,NA,954.9547151,NA,NA,NA,0.617451193,0.009935402,0.607515791,0.026437661,1.08E-05,0.000130073,281.631,0.056120309,0.00084703,0.040235836,0.456192,11.33795259,1132.54683,15.5771175,13289,2076406.25,2.07640625
-78.19773368,-0.342970411,3928.951287,432.8403863,-0.004509095,7/7/2021,EOS1,new,0.485,949.4507692,1055.136888,6.872,7.983,625.7914,45.78766225,22.20701619,410.3545777,NA,NA,COLM,NA,NA,432.8403863,NA,NA,NA,0.617608114,0.009924491,0.607683622,0.026446476,1.08E-05,0.000130117,281.133,0.056973902,0.000721383,0.033686761,0.502848,14.92716994,1167.241276,20.82006927,9609,1501406.25,1.50140625
-78.19860447,-0.342140411,3930.637613,290.942333,-0.045691208,7/7/2021,EOS2,old,0.625,674.4615385,1011.31155,6.872,7.882,625.9294,35.04244312,21.90152695,120.5702795,NA,NA,COLM,NA,NA,290.942333,NA,NA,NA,0.617744309,0.009924491,0.607819818,0.026452403,1.08E-05,0.000130146,281.032,0.05714897,0.000693545,0.03219768,0.648,20.12567351,1174.425723,28.15707744,9590,1498437.5,1.4984375
-78.19986573,-0.345870411,3903.098292,878.3681408,-0.119903464,7/7/2021,EOS1,new,0.785,687.4446154,764.1083701,6.897,8.581,625.6534,45.11770668,35.41739974,1062.550045,NA,NA,COLM,NA,NA,878.3681408,NA,NA,NA,0.617471918,0.009941544,0.607530374,0.026437446,1.08E-05,0.000130072,281.731,0.055950813,0.00051303,0.021426788,0.813888,37.98460091,1125.724661,52.02930597,13145,2053906.25,2.05390625
-78.19821968,-0.344100411,3924.651575,580.5325716,-0.030480825,7/7/2021,EOS1,new,1.185,1181.890769,1313.90785,6.879,8.232,625.5334,30.84967753,36.55686787,596.3087056,NA,NA,COLM,NA,NA,580.5325716,NA,NA,NA,0.617353487,0.009929264,0.607424224,0.026434526,1.08E-05,0.000130058,281.382,0.056545117,0.000891541,0.043058146,1.228608,28.53369482,1149.74325,39.49870172,11179,1746718.75,1.74671875
-78.19818622,-0.344320411,3923.856088,607.8024248,-0.029763768,7/7/2021,EOS2,old,1.23,892.3846154,1340.152269,6.881,8.282,625.6254,12.71400901,15.63823108,611.9469367,NA,NA,COLM,NA,NA,607.8024248,NA,NA,NA,0.617444284,0.009930627,0.607513657,0.026438229,1.08E-05,0.000130076,281.432,0.056459497,0.000907972,0.043919604,1.275264,29.03632712,1146.266076,40.13366073,11244,1756875,1.756875
-78.19879954,-0.341940411,3931.936076,259.551666,-0.066691688,7/7/2021,EOS1,new,1.73,654.8261538,727.4525297,6.872,7.832,626.0604,12.0982541,20.92997959,98.66875255,1.569,0.08167,COLM,NA,NA,259.551666,NA,NA,NA,0.617873596,0.009924491,0.607949105,0.02645803,1.08E-05,0.000130174,280.982,0.057235883,0.000499637,0.02114655,1.793664,84.82064644,1178.001056,118.8498924,9584,1497500,1.4975
-78.19993737,-0.346140411,3899.735309,909.6432784,-0.116939886,7/7/2021,EOS1,new,1.81,737.1446154,819.375235,6.899,8.68,625.6314,26.05283987,47.15564017,1109.705686,1.507,0.0712,COLM,NA,NA,909.6432784,NA,NA,NA,0.617450206,0.00994291,0.607507296,0.026436253,1.08E-05,0.000130066,281.83,0.055783634,0.000548493,0.023341344,1.876608,80.39845465,1119.01778,109.7970242,13205,2063281.25,2.06328125
-78.19826536,-0.343890411,3925.455883,555.0581202,-0.032702973,7/7/2021,EOS2,old,1.95,811.6153846,1218.528675,6.877,8.182,625.5754,23.82441392,46.45760715,559.7518378,NA,NA,COLM,NA,NA,555.0581202,NA,NA,NA,0.617394938,0.0099279,0.607467038,0.026436578,1.08E-05,0.000130068,281.332,0.056630898,0.000828076,0.039528849,2.02176,51.14644266,1153.232586,70.90849382,10419,1627968.75,1.62796875
-78.19807751,-0.343660411,3926.42748,522.1127788,-0.038067721,7/7/2021,EOS1,new,2.105,917.3723077,1019.784908,6.877,8.182,625.5754,22.66787166,47.71586985,513.2942306,NA,NA,COLM,NA,NA,522.1127788,NA,NA,NA,0.617394938,0.0099279,0.607467038,0.026436578,1.08E-05,0.000130068,281.332,0.056630898,0.000693016,0.031880254,2.182464,68.45817485,1153.232586,94.9091631,10352,1617500,1.6175
-78.19791545,-0.343410411,3927.779235,488.8557894,-0.023229651,7/7/2021,EOS2,old,2.31,833.1538462,1250.423056,6.875,8.082,625.6154,23.90639962,55.22378311,465.5783608,NA,NA,COLM,NA,NA,488.8557894,NA,NA,NA,0.617434415,0.009926536,0.607507879,0.026438544,1.08E-05,0.000130078,281.232,0.056802942,0.000852332,0.041026201,2.395008,58.3775231,1160.247865,81.17932357,9805,1532031.25,1.53203125
-78.19784387,-0.342620411,3929.160172,391.5225427,-0.000882555,7/7/2021,EOS2,old,2.45,848.5384615,1273.369103,6.873,8.0325,625.5694,109.2152171,267.577282,388.1475615,NA,NA,COLM,NA,NA,391.5225427,NA,NA,NA,0.617389017,0.009925173,0.607463844,0.026436817,1.08E-05,0.000130069,281.1825,0.056888343,0.000869278,0.042052384,2.54016,60.40466162,1163.73855,84.12450875,9605,1500781.25,1.50078125
-78.19868222,-0.341540411,3935.450216,208.1086889,-0.088883054,7/7/2021,EOS2,old,2.47,561,840.9457288,6.872,7.832,626.0604,10.38772525,25.65768138,71.14315183,1.505,0.06122,COLM,NA,NA,208.1086889,NA,NA,NA,0.617873596,0.009924491,0.607949105,0.02645803,1.08E-05,0.000130174,280.982,0.057235883,0.000577587,0.025608121,2.560896,100.0032762,1178.001056,140.1236505,9573,1495781.25,1.49578125
-78.19852276,-0.344560411,3922.707348,654.3711052,-0.024863958,7/7/2021,EOS2,old,4.315,877.7692308,1318.547174,6.882,8.382,625.6834,86.97276779,375.287493,987.2344297,NA,NA,COLM,NA,NA,654.3711052,NA,NA,NA,0.617501526,0.009931309,0.607570216,0.026440596,1.08E-05,0.000130088,281.532,0.056288735,0.000890632,0.042810088,4.473792,104.5032183,1139.348087,144.0065525,11562,1806562.5,1.8065625
-78.19950772,-0.340090411,3948.605975,1.463504132,-0.028262695,7/9/2021,EOS2,old,-0.665,468.6923077,701.356737,6.932,7.28,626.0484,19.48385383,-12.9567628,-12.9567628,2.753,0.1637,COLM,NA,NA,1.463504132,NA,NA,NA,0.617861753,0.009965462,0.607896291,0.026450064,1.08E-05,0.000130134,280.43,0.05820633,0.000489881,0.020939524,-0.689472,-32.9268234,1218.304348,-46.9193629,6883,1075468.75,1.07546875
-78.19878283,-0.341450411,3936.665451,193.670567,-0.08775172,7/9/2021,EOS2,old,0.075,509.4615385,761.8216451,6.925,7.129,626.2944,16.0422589,1.203169417,45.48547045,NA,NA,COLM,NA,NA,193.670567,NA,NA,NA,0.618104536,0.009960674,0.608143862,0.026461497,1.08E-05,0.000130191,280.279,0.058475325,0.000534573,0.023646407,0.07776,3.288448801,1229.598303,4.707573255,9572,1495625,1.495625
-78.19934683,-0.340800411,3944.615601,94.15681054,-0.050678935,7/9/2021,EOS2,old,0.16,591,883.8983801,6.927,7.179,626.2844,30.43452549,4.869524079,-3.655314936,NA,NA,COLM,NA,NA,94.15681054,NA,NA,NA,0.618094667,0.009962042,0.608132625,0.026460819,1.08E-05,0.000130187,280.329,0.058386084,0.000619288,0.028556701,0.165888,5.809074305,1225.845651,8.303270795,8975,1402343.75,1.40234375
-78.19957917,-0.340520411,3946.810428,51.02666786,-0.036774976,7/9/2021,EOS1,NA,0.175,NA,NA,NA,NA,NA,25.32527877,4.431923785,-8.524839015,2.824,0.1087,COLM,NA,NA,51.02666786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18144,NA,NA,NA,8853,1383281.25,1.38328125
-78.19879791,-0.341780411,3933.003971,240.2440575,-0.07823706,7/9/2021,EOS1,NA,0.505,NA,NA,NA,NA,NA,13.06063591,6.595621136,77.73877297,NA,NA,COLM,NA,NA,240.2440575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.523584,NA,NA,NA,9581,1497031.25,1.49703125
-78.19907918,-0.341160411,3940.952225,145.2527314,-0.072480196,7/9/2021,EOS1,NA,1.25,NA,NA,NA,NA,NA,38.35009278,47.93761597,44.28230104,NA,NA,COLM,NA,NA,145.2527314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.296,NA,NA,NA,9539,1490468.75,1.49046875
